case_id,elapsed_seconds,intervention_pair_id,kind,model_id,model_revision,optimal_action,output_token_ids,prompt_sha256,source_id,text,variant,prediction,correct
microsoft_phi.oi_conf_0006.ROLE_B.injection.original,6.979904651641846,microsoft_phi.oi_conf_0006.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1860, 14, 23, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 2546, 14, 23, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",1cef31f3d18d7ea13d405b6dfc2a86e12247894af49760c0e3c7dfe9767b23c3,oi_conf_0006.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""23/8""},{""action"":""ACTION_Q"",""expected_value"":""33/8""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,False
microsoft_phi.oi_conf_0006.ROLE_B.injection.modified,6.497184991836548,microsoft_phi.oi_conf_0006.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 44470, 21, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 858, 14, 17, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",130f85ec5f3df08e6194e40be3d690055d2d068dc4f6a34924c4be5347017414,oi_conf_0006.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-6""},{""action"":""ACTION_Q"",""expected_value"":""19/2""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,False
microsoft_phi.oi_conf_0007.ROLE_A.injection.original,6.3364763259887695,microsoft_phi.oi_conf_0007.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 44470, 16, 14, 17, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 22, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",2c9e9fab022bf9e859eda57b09dcd57f2f10bb03f594b537bd61a6088abf7b3a,oi_conf_0007.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-1/2""},{""action"":""ACTION_Q"",""expected_value"":""-7/4""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0007.ROLE_A.injection.modified,6.964599609375,microsoft_phi.oi_conf_0007.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 16, 14, 20, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 16, 14, 20, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",8125890b25d019f0e8fd46b2728f710fbf60a98f4b860eaa2a64ac3e7299d3a2,oi_conf_0007.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""1/5""},{""action"":""ACTION_Q"",""expected_value"":""1/5""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0008.ROLE_A.injection.original,6.355318546295166,microsoft_phi.oi_conf_0008.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1161, 14, 17, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 2911, 14, 17, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",5893e2a2309583acd006df9425f1f8660ddf7c9428bc0f2a2401bc8333beba8f,oi_conf_0008.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""25/2""},{""action"":""ACTION_P"",""expected_value"":""31/2""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0008.ROLE_A.injection.modified,6.904797554016113,microsoft_phi.oi_conf_0008.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 16, 14, 899, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 2911, 14, 899, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",f8fe4b3fb6870e3168dfb139d0570c497b173c0182c5e078ff6efe690f6d38f9,oi_conf_0008.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-1/12""},{""action"":""ACTION_P"",""expected_value"":""31/12""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0009.ROLE_A.injection.original,6.257807016372681,microsoft_phi.oi_conf_0009.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1125, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 18, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",05850623004d2401255f3ae4af685c1b0016085504e7f3cb93b9566cd28638da,oi_conf_0009.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""16""},{""action"":""ACTION_P"",""expected_value"":""3""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
microsoft_phi.oi_conf_0009.ROLE_A.injection.modified,6.750916481018066,microsoft_phi.oi_conf_0009.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 19, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 18, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",9adaf86a4eab4be9526ca93ea81a4b24dee333cf0a6753f2d4fc30698d2c2652,oi_conf_0009.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-4""},{""action"":""ACTION_P"",""expected_value"":""3""}],""final_action"":""ACTION_P""}",modified,ACTION_P,False
microsoft_phi.oi_conf_0010.ROLE_B.injection.original,6.8949689865112305,microsoft_phi.oi_conf_0010.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 899, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1157, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",8f8ff60d5b9fbc858320d09df6150b36d051526d929ebdd6e895d1a0a896883a,oi_conf_0010.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""12""},{""action"":""ACTION_P"",""expected_value"":""18""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0010.ROLE_B.injection.modified,6.396475553512573,microsoft_phi.oi_conf_0010.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 899, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1157, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",7ce331a95f19390e1d9d6150e426c5376218aa2442ddb94f54c8a8d0842cde84,oi_conf_0010.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""12""},{""action"":""ACTION_P"",""expected_value"":""18""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0011.ROLE_B.injection.original,6.224578857421875,microsoft_phi.oi_conf_0011.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 23, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 20, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",104dd6c942ef9de7cc44c5119cb117a8a637b6fce94a76553bf107404aab50d3,oi_conf_0011.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""8""},{""action"":""ACTION_P"",""expected_value"":""5""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
microsoft_phi.oi_conf_0011.ROLE_B.injection.modified,6.793899059295654,microsoft_phi.oi_conf_0011.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 17, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 20, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",a5d2fe42e8a67bc1393e5b0d5c90879b3cb6cc0e12568a80a09807b413e77872,oi_conf_0011.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""2""},{""action"":""ACTION_P"",""expected_value"":""5""}],""final_action"":""ACTION_P""}",modified,ACTION_P,False
microsoft_phi.oi_conf_0012.ROLE_A.injection.original,6.236297130584717,microsoft_phi.oi_conf_0012.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1311, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1422, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",4d24d92baf94194cc509b84a4c76ed44b7cdba8307bcb962436b2303e9efe2c3,oi_conf_0012.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""13""},{""action"":""ACTION_P"",""expected_value"":""17""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0012.ROLE_A.injection.modified,6.777834892272949,microsoft_phi.oi_conf_0012.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 24, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1055, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",11130e027776fd0ba31c1ead2b1975274a417de9affaa81142ade4e6b88d7a49,oi_conf_0012.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""9""},{""action"":""ACTION_P"",""expected_value"":""15""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0012.ROLE_B.injection.original,6.323687314987183,microsoft_phi.oi_conf_0012.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 19, 14, 18, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 20, 14, 18, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",77267b2a0f38f4dd479756ed947a7b36b459ed3673d94ebe51e2c6a2f46ce79a,oi_conf_0012.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""4/3""},{""action"":""ACTION_P"",""expected_value"":""5/3""}],""final_action"":""ACTION_P""}",original,ACTION_P,False
microsoft_phi.oi_conf_0012.ROLE_B.injection.modified,6.7128050327301025,microsoft_phi.oi_conf_0012.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 20, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 16, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",a4dc151e1c57008057004fabff78418f1992fbb0c560d016442830f7667b7742,oi_conf_0012.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""5""},{""action"":""ACTION_P"",""expected_value"":""1""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
microsoft_phi.oi_conf_0014.ROLE_A.injection.original,6.886324882507324,microsoft_phi.oi_conf_0014.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 20, 14, 19, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 44470, 23, 18583, 91001, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",bf5a159e91f15282fd4d6d1ee04cc285b9cdd8e88843dc0ce48b40f5eaecfd66,oi_conf_0014.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-5/4""},{""action"":""ACTION_P"",""expected_value"":""-8""}],""final_action"":""ACTION_P""}",original,ACTION_P,False
microsoft_phi.oi_conf_0014.ROLE_A.injection.modified,6.387063980102539,microsoft_phi.oi_conf_0014.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 20, 14, 19, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 44470, 22, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",100139744d10ce035cc1367c5f0c20530307e20ceda15ce71e8b6919758abead,oi_conf_0014.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-5/4""},{""action"":""ACTION_P"",""expected_value"":""-7/4""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
microsoft_phi.oi_conf_0014.ROLE_B.injection.original,6.268651247024536,microsoft_phi.oi_conf_0014.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1311, 14, 19, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 1422, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",df1f4e050a781896d677e7ac852903fcc07796252d6ac8818ad04efa01cd2302,oi_conf_0014.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""13/4""},{""action"":""ACTION_P"",""expected_value"":""17/4""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0014.ROLE_B.injection.modified,6.795245409011841,microsoft_phi.oi_conf_0014.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1311, 14, 19, 37834, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 2911, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",4468fba4ad06e1f66ae346bcf6067d30277890c5c870902c5e539911721b62ea,oi_conf_0014.ROLE_B,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""13/4""},{""action"":""ACTION_P"",""expected_value"":""31/4""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0016.ROLE_A.injection.original,6.240125894546509,microsoft_phi.oi_conf_0016.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 24, 14, 17, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 2546, 14, 17, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",3279777fcc9fd35e323a118258ac37b74636d31bcf6acb0e452a22eaf81dc031,oi_conf_0016.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9/2""},{""action"":""ACTION_Q"",""expected_value"":""33/2""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,False
microsoft_phi.oi_conf_0016.ROLE_A.injection.modified,6.773472309112549,microsoft_phi.oi_conf_0016.ROLE_A.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 18, 14, 20, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 24, 14, 20, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",292ce789dd27c0238f3d5e748d1ec985fdfd897bb0b18a08337320c0e38834ae,oi_conf_0016.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""3/5""},{""action"":""ACTION_Q"",""expected_value"":""9/5""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,False
microsoft_phi.oi_conf_0016.ROLE_B.injection.original,6.2179059982299805,microsoft_phi.oi_conf_0016.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 22, 14, 20, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 994, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",f4faa439101ce1732418b7bf74dab0cfe28a72517c724db89e45ee88c9f61197,oi_conf_0016.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""7/5""},{""action"":""ACTION_Q"",""expected_value"":""11/4""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
microsoft_phi.oi_conf_0016.ROLE_B.injection.modified,6.6660215854644775,microsoft_phi.oi_conf_0016.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 994, 14, 20, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 994, 14, 20, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",ab6822280bf42e4aacfe17b1e87e4fc7596ec8dbdd5cef93ec79734709b18bb3,oi_conf_0016.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""11/5""},{""action"":""ACTION_Q"",""expected_value"":""11/5""}],""final_action"":""ACTION_P""}",modified,ACTION_P,False
microsoft_phi.oi_conf_0017.ROLE_B.injection.original,6.8801140785217285,microsoft_phi.oi_conf_0017.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 44470, 20, 14, 23, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 20, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",899983d043e1e362172699fdee4bfa237a7ab6fa10480295085fe80a766da91c,oi_conf_0017.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-5/8""},{""action"":""ACTION_Q"",""expected_value"":""-5/4""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,False
microsoft_phi.oi_conf_0017.ROLE_B.injection.modified,6.371588230133057,microsoft_phi.oi_conf_0017.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 22, 14, 23, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 18, 14, 23, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",e028f9557ef8f747cd3848b1b19a3e6fb0c8e2c79be3ac6a86e3a3b6da1c5c13,oi_conf_0017.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""7/8""},{""action"":""ACTION_Q"",""expected_value"":""3/8""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0018.ROLE_B.injection.original,6.195857048034668,microsoft_phi.oi_conf_0018.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 24, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",44e10458a8fcd368cdf15691648278391bd93b3e6bde59fc4627508725d9235a,oi_conf_0018.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9""},{""action"":""ACTION_Q"",""expected_value"":""4""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
microsoft_phi.oi_conf_0018.ROLE_B.injection.modified,6.70910906791687,microsoft_phi.oi_conf_0018.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 19, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",ce184141cc5a35bb1c5d4125160d98c693084f0712911cfc7df9cc1c01c3b6a0,oi_conf_0018.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""4""},{""action"":""ACTION_Q"",""expected_value"":""4""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
microsoft_phi.oi_conf_0019.ROLE_B.injection.original,6.183034658432007,microsoft_phi.oi_conf_0019.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 24, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1311, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",6dfe82e8a1c75bce6c2c5ddec8f3010feb8c46570fd84b3f3032c81a1681d1c7,oi_conf_0019.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9""},{""action"":""ACTION_Q"",""expected_value"":""13""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
microsoft_phi.oi_conf_0019.ROLE_B.injection.modified,6.733739376068115,microsoft_phi.oi_conf_0019.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_Q,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 24, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 1, 1311, 18583, 2155, 1, 17196, 17870, 7534, 90394, 28618, 18583, 199999]",06377ab26979ef254f04d7ab121e4cc7aa1a4f672d510a7340a411a4eacd9249,oi_conf_0019.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9""},{""action"":""ACTION_Q"",""expected_value"":""13""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
microsoft_phi.oi_conf_0021.ROLE_B.injection.original,6.228817939758301,microsoft_phi.oi_conf_0021.ROLE_B.injection,injection,microsoft_phi,local-tree-f54c31103050c8c8759110daac84ca910b6cf0f8a6b156594d21dfb29cc8dafd,ACTION_P,"[10848, 6711, 1243, 58, 10848, 1976, 1243, 1, 90394, 2008, 672, 1, 12575, 6734, 1243, 1, 20, 14, 19, 37834, 10848, 1976, 1243, 1, 90394, 28618, 672, 1, 12575, 6734, 1243, 44470, 22, 14, 19, 18583, 2155, 1, 17196, 17870, 7534, 90394, 2008, 18583, 199999]",4fdc372abffaefae5e285c4cc1901cf252b1ba4fe7055a247816af6427f69d54,oi_conf_0021.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""5/4""},{""action"":""ACTION_Q"",""expected_value"":""-7/4""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
