model_id,pack,condition,id,token_match,answer_text_match
mistral,A,C,oi_conf_0009.ROLE_A,True,True
mistral,A,C,oi_conf_0000.ROLE_B,True,True
mistral,A,C,oi_conf_0000.ROLE_A,True,True
mistral,A,D,oi_conf_0045.ROLE_B,True,True
mistral,A,D,oi_conf_0045.ROLE_A,True,True
mistral,A,D,oi_conf_0036.ROLE_B,True,True
mistral,A,D,oi_conf_0036.ROLE_A,True,True
mistral,A,D,oi_conf_0027.ROLE_B,True,True
mistral,A,D,oi_conf_0027.ROLE_A,True,True
mistral,A,D,oi_conf_0018.ROLE_B,True,True
mistral,A,D,oi_conf_0018.ROLE_A,True,True
mistral,A,D,oi_conf_0009.ROLE_B,True,True
mistral,A,D,oi_conf_0009.ROLE_A,True,True
mistral,A,D,oi_conf_0000.ROLE_B,True,True
mistral,A,D,oi_conf_0000.ROLE_A,True,True
mistral,A,E,oi_conf_0045.ROLE_B,True,True
mistral,A,E,oi_conf_0045.ROLE_A,True,True
mistral,A,E,oi_conf_0036.ROLE_B,True,True
mistral,A,E,oi_conf_0036.ROLE_A,True,True
mistral,A,E,oi_conf_0027.ROLE_B,True,True
mistral,A,E,oi_conf_0027.ROLE_A,True,True
mistral,A,E,oi_conf_0018.ROLE_B,True,True
mistral,A,E,oi_conf_0018.ROLE_A,True,True
mistral,A,E,oi_conf_0009.ROLE_B,True,True
mistral,A,E,oi_conf_0009.ROLE_A,True,True
mistral,A,E,oi_conf_0000.ROLE_B,True,True
mistral,A,E,oi_conf_0000.ROLE_A,True,True
mistral,B,C,oi_conf_0045.ROLE_B,True,True
mistral,B,C,oi_conf_0045.ROLE_A,True,True
mistral,B,C,oi_conf_0036.ROLE_B,True,True
mistral,B,C,oi_conf_0036.ROLE_A,True,True
mistral,B,C,oi_conf_0027.ROLE_B,True,True
mistral,B,C,oi_conf_0027.ROLE_A,True,True
mistral,B,C,oi_conf_0018.ROLE_B,True,True
mistral,B,C,oi_conf_0018.ROLE_A,True,True
mistral,B,C,oi_conf_0009.ROLE_B,True,True
mistral,B,C,oi_conf_0009.ROLE_A,True,True
mistral,B,C,oi_conf_0000.ROLE_B,True,True
mistral,B,C,oi_conf_0000.ROLE_A,True,True
mistral,B,D,oi_conf_0045.ROLE_B,True,True
mistral,B,D,oi_conf_0045.ROLE_A,True,True
mistral,B,D,oi_conf_0036.ROLE_B,True,True
mistral,B,D,oi_conf_0036.ROLE_A,True,True
mistral,B,D,oi_conf_0027.ROLE_B,True,True
mistral,B,D,oi_conf_0027.ROLE_A,True,True
mistral,B,D,oi_conf_0018.ROLE_B,True,True
mistral,B,D,oi_conf_0018.ROLE_A,True,True
mistral,B,D,oi_conf_0009.ROLE_B,True,True
mistral,B,D,oi_conf_0009.ROLE_A,True,True
mistral,B,D,oi_conf_0000.ROLE_B,True,True
mistral,B,D,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,A,A,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,A,A,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,A,B,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,A,B,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,A,C,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,A,C,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,A,D,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,A,D,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,A,E,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,A,E,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,B,C,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,B,C,oi_conf_0000.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0045.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0045.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0036.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0036.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0027.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0027.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0018.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0018.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0009.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0009.ROLE_A,True,True
qwen_positive_control,B,D,oi_conf_0000.ROLE_B,True,True
qwen_positive_control,B,D,oi_conf_0000.ROLE_A,True,True
